id,course_id,day_number,start_time,end_time,module_title,submodule_title,duration_minutes,created_at
ce89482b-0632-441c-bc4c-9c55652ee3cc,bbc7f2f1-b691-47ad-bc1f-94d05b93b64b,1,14:00,16:00,Module 8: Implementation Strategies and Addressing Issues,['#NAME?'],,28:53.6
1d4bdddb-5551-4ef2-a98a-46ed9d23ef29,bbc7f2f1-b691-47ad-bc1f-94d05b93b64b,1,14:00,16:00,Module 9: Impact on Accounting Practices,['#NAME?'],,28:53.6
58da5dfc-25be-4247-97f7-865e17066623,bbc7f2f1-b691-47ad-bc1f-94d05b93b64b,1,14:00,16:00,Module 10: Exemptions and Special Cases,[],,28:53.6
13301c13-9556-49b2-bc76-d08645998fd7,88c4aae9-b988-4dc8-8507-f88f5e2b113a,1,9:00,11:00,Registration & Introduction,[],,28:53.6
7405ca0b-62dc-49b9-b30d-2915f5309534,88c4aae9-b988-4dc8-8507-f88f5e2b113a,1,9:00,11:00,Module 1: Critical Thinking for Managers,"['Topics: Introduction to Critical Thinking, Elements of Thought, Logic and Reasoning, Strategic ProblemSolving.', 'Description: This module covers the fundamentals of critical thinking, including the identification of assumptions, biases, and the evaluation of evidence.', 'Participants will engage in exercises designed to strengthen logical reasoning and strategic problemsolving skills.']",,28:53.6
296c500b-630b-4c1d-831d-677466cdd30c,88c4aae9-b988-4dc8-8507-f88f5e2b113a,1,9:00,11:00,Morning Tea Break,[],,28:53.6
7437a1aa-9c03-4445-a66d-d6feeb24dcf7,88c4aae9-b988-4dc8-8507-f88f5e2b113a,1,11:00,14:00,Module 2: Developing Negotiation Skills,"['Topics: Foundations of Negotiation, Preparing for Negotiation, Negotiation Tactics and Strategies, Creating WinWin Outcomes.', 'Description: This module introduces the principles of negotiation, including preparation, strategy formulation, and tactics for achieving mutually beneficial outcomes.', 'Participants will engage in negotiation simulations to apply these concepts in practice.']",,28:53.6
8293ed7d-c98c-4f61-b686-15865398f7a6,88c4aae9-b988-4dc8-8507-f88f5e2b113a,1,11:00,14:00,Lunch break,[],,28:53.6
f9544660-6243-4a57-90ec-414cd4f38708,88c4aae9-b988-4dc8-8507-f88f5e2b113a,1,14:00,16:00,Continue) Module 2: Developing Negotiation Skills,[],,28:53.6
08f6fe66-0050-4175-a041-31421976346d,88c4aae9-b988-4dc8-8507-f88f5e2b113a,1,14:00,16:00,Afternoon Tea Break,[],,28:53.6
1c1a6dba-2ac2-4716-8415-328d5acbd81d,88c4aae9-b988-4dc8-8507-f88f5e2b113a,1,14:00,16:00,Module 3: House of Debate (A Simulation),"['Topics: Clarity and Effective Communication, Courage to Speak Up, Courage to Manage Criticism.', 'Description: Players will engage in intellectually stimulating debates, tackling a variety of topics, and strive to emerge as adept leaders who can guide discussions with finesse and strategic prowess.']",,28:53.6
caae3e5c-bfb5-4554-8893-eaecd30d1910,88c4aae9-b988-4dc8-8507-f88f5e2b113a,2,9:00,11:00,Registration & Introduction,[],,28:53.6
36f0a094-467e-461e-a881-5972e07282e2,88c4aae9-b988-4dc8-8507-f88f5e2b113a,2,9:00,11:00,Module 4: Personal Action Planning,"['Topics: Reflective Practice, Goal Setting, developing a Personal Action Plan, Commitment to Change.', 'Description: The final module is dedicated to personal action planning. Participants will reflect on their learning, set personal development goals, and create actionable plans for applying their new skills in their managerial roles. This session will culminate in a commitment to change, fostering accountability and ongoing development.']",,28:53.6
6a6f8512-3ff4-4339-8c90-1ac18f93b758,88c4aae9-b988-4dc8-8507-f88f5e2b113a,2,9:00,11:00,Morning Tea Break,[],,28:53.6
602f367a-cbba-4005-b25c-68738c60d9a6,88c4aae9-b988-4dc8-8507-f88f5e2b113a,2,11:00,14:00,Module 5: Advanced Conflict Resolution,"['Topics: Identifying Sources of Conflict, Emotional Intelligence in Conflict Resolution, Strategies for Managing Conflict, Mediation and Intervention Techniques.', 'Description: Building on negotiation skills, this module focuses on resolving conflicts, emphasizing the role of emotional intelligence and providing strategies for effective conflict management. Mediation and intervention techniques will be discussed and practiced.']",,28:53.6
33a807c1-e860-4edd-9ee9-0bc6c8d9e422,88c4aae9-b988-4dc8-8507-f88f5e2b113a,2,11:00,14:00,Lunch break,[],,28:53.6
91a33d2e-842f-4aab-80d6-5ec2f7cb4326,88c4aae9-b988-4dc8-8507-f88f5e2b113a,2,14:00,16:00,Module 6: Global Dominion (A Negotiation Simulation),"['Topics: Determine Goals and Objectives, Applying Negotiation Method, Manage Conflict and Crisis.', 'Description: A simulation designed on negotiation skills, focuses on planning strategic negotiation, courage to take responsibility on executed action and manage emotion and conflicts. Understanding of day two lesson can be measured throughout this engaging activity.']",,28:53.6
7aeab331-7f3f-45c8-a5f1-978ba2142555,88c4aae9-b988-4dc8-8507-f88f5e2b113a,2,14:00,16:00,Afternoon Tea Break,[],,28:53.6
ede4cb7f-43ca-4c93-9c06-2b0e262c5a32,88c4aae9-b988-4dc8-8507-f88f5e2b113a,2,14:00,16:00,Module 7: Self Reflective and Debriefing,"['Topics: Discuss, Revise and Learned.', 'Description: All form of learning must be completed with a session of deep reflection by objective to bring back value to the workplace and life.']",,28:53.6
0b6ef188-0e77-44fb-a552-1f13deb33db4,b076af9e-7d56-43c6-8da3-bdeb5ac0df7e,1,9:00,11:00,Module1: Critical Thinking and Decision Making,"['Topics: Critical Thinking Skills, DecisionMaking Models, Overcoming Cognitive Biases.', 'Description:Focusing on the critical thinking and decisionmaking aspects of problemsolving, this module equips participants with tools to assess situations objectively, make informed decisions, and overcome common cognitive biases that can impact judgment.']",,28:53.6
ac21f79a-0321-4806-9d45-5c3fdb253d3d,b076af9e-7d56-43c6-8da3-bdeb5ac0df7e,1,9:00,11:00,Morning Tea Break,[],,28:53.6
a4e6b8c2-c256-4030-8c69-2c2bb63416f1,b076af9e-7d56-43c6-8da3-bdeb5ac0df7e,1,11:00,14:00,Module2: Emotional Intelligence in the Workplace,"['Topics: Understanding Emotional Intelligence, SelfAwareness, Empathy, SocialSkills.', 'Description: Participants will explore the concept of emotional intelligence and its five components: selfawareness, selfregulation,  internal motivation, empathy, and social skills. Through interactive activities, they willl earn how to apply emotional intelligence to enhance personal and team performance.']",,28:53.6
ddac5016-26aa-4714-888f-11844c938772,b076af9e-7d56-43c6-8da3-bdeb5ac0df7e,1,11:00,14:00,Lunch break,[],,28:53.6
9f5b63b4-78e8-4157-ab8e-9d68970401f8,b076af9e-7d56-43c6-8da3-bdeb5ac0df7e,1,14:00,16:00,Module 3: House of Debate (A Simulation),"['Topics: Clarity and Effective Communication, Courage to Speak Up, Courage to Manage Criticism.', 'Description Players will engage in intellectually stimulating debates, tackling a variety of topics, and strive to emerge as adept leaders who can guide discussions with finesse and strategic prowess.']",,28:53.6
1c1facca-c4aa-4309-bb62-be011bde4c9a,b076af9e-7d56-43c6-8da3-bdeb5ac0df7e,1,14:00,16:00,Afternoon Tea Break,[],,28:53.6
eca26e24-1b7a-4b77-b8ca-6ffca8cc50de,b076af9e-7d56-43c6-8da3-bdeb5ac0df7e,1,14:00,16:00,Module 4: Self Reflective and Debriefing,"['Topics: Discuss, Revise and Learned.', 'Description – All form of learning must be completed with a session of deep reflection by objective to bring back value to the workplace and life.']",,28:53.6
40dcb5f2-eed0-4839-bd12-bc93bca2be7e,6548b290-2b3f-488a-821b-6ac613a9b384,1,9:00,11:00,Module 1: Basic Data Entry,"['Basic of data types', 'How to enter data and differentiate between data types', 'How to manipulate rows, columns, and cells', 'Working with outlines and hyperlinks', 'Utilizing the Fill Handle']",,28:53.6
30e6bbba-4b3b-4bc7-b709-cefa9614c521,6548b290-2b3f-488a-821b-6ac613a9b384,1,9:00,11:00,Module 2: Data Formatting,"['Several strategies to select cells', 'Fonts, Alignments, Borders, and Styles', 'Understanding Themes']",,28:53.6
af1b0555-de81-4f2c-a5b4-192442925834,6548b290-2b3f-488a-821b-6ac613a9b384,1,9:00,11:00,MORNING TEA BREAK,[],,28:53.6
ba7bcc91-92f1-43e2-bb91-6c6c9a932e17,6548b290-2b3f-488a-821b-6ac613a9b384,1,11:00,14:00,Module 3: Formula Basics,"['Math operators and the order of operations', 'How to enter formulas', 'Using AutoSum', 'Understanding Cell References', 'Copying and modifying formulas and functions']",,28:53.6
2d30be40-deae-4eb7-ab79-1ac7d1936739,6548b290-2b3f-488a-821b-6ac613a9b384,1,11:00,14:00,LUNCH BREAK,[],,28:53.6
ea8c14ad-be11-4c2c-bf44-a0ba16d42761,6548b290-2b3f-488a-821b-6ac613a9b384,1,14:00,16:00,Module 4: Working with Rows and Columns,"['Transposing rows and columns', 'Hide/Unhide rows and columns', 'Freezing panes']",,28:53.6
16d4f2b0-6554-412f-9cc3-7f79650eb51d,6548b290-2b3f-488a-821b-6ac613a9b384,1,14:00,16:00,Module 5: Editing Worksheets,"['How to use Find, Replace, Find and Replace functions', 'Using Clear functions', 'Commonly used options in Paste Special function']",,28:53.6
f543eef0-39b2-4585-9b46-8c981c149569,6548b290-2b3f-488a-821b-6ac613a9b384,1,14:00,16:00,AFTERNOON TEA BREAK,[],,28:53.6
6e337330-d680-42fb-9018-ed5af1991b2a,6548b290-2b3f-488a-821b-6ac613a9b384,1,14:00,16:00,Module 6: Printing Worksheets,"['How to set Page Margin and Orientation', 'Selecting and adding Print Area', 'How to repeat your data headers in every page']",,28:53.6
50628d4b-f99c-4a78-bd4e-95dfc2207c14,e0e54855-16b2-4fd1-8a38-9f27eb229f13,1,9:00,11:00,Topic 1: Introduction to important concepts,"['1. Start from scratch whereby participants will get to know how to', 'install Power BI Desktop, familiarization with Power BI Desktop', 'user interface, and common data analysis workflow.']",,28:53.6
e4dc5e37-b315-4a38-acfa-b9ef6167e94a,e0e54855-16b2-4fd1-8a38-9f27eb229f13,1,9:00,11:00,BREAK,[],,28:53.6
3d3997a1-f3cf-4271-b2e2-ab2c85a88b11,e0e54855-16b2-4fd1-8a38-9f27eb229f13,1,11:00,14:00,Topic 2: Introduction to Data ETL,"['1. 3 important keywords every Power BI users should know of: Data', 'Extraction, Data Transformation, and Data Loading. In this', 'module, participants will learn the commonly used ETL processes', 'available in Power BI Desktop.']",,28:53.6
c0d639d9-f786-4500-9361-e29d1d5884d0,e0e54855-16b2-4fd1-8a38-9f27eb229f13,1,11:00,14:00,LUNCH BREAK,[],,28:53.6
76f22a19-8958-4e55-866c-8d9c1eb7efd6,e0e54855-16b2-4fd1-8a38-9f27eb229f13,1,14:00,16:00,Topic 2: Introduction to Data ETL (CONTINUED),"['1. Commonly used features of Power Query Editor to start preparing', 'and cleaning up your data.']",,28:53.6
49f172d2-ecea-40c4-bd85-0eedacf3fef2,e0e54855-16b2-4fd1-8a38-9f27eb229f13,1,14:00,16:00,BREAK,[],,28:53.6
6f7f4f21-4652-4983-9eec-f5e0d2960a0e,e0e54855-16b2-4fd1-8a38-9f27eb229f13,1,14:00,16:00,Topic 3: Basic Data Modelling,"['1. The heart of any data analysis in Power BI Desktop is the Model', 'View which will hold the semantic model. Participants will learn', 'how to navigate in Power BI Desktop Model View before starting', 'their journey in the actual data visualizations.']",,28:53.6
0b9561fc-ff8e-43b6-b4f8-9aa3acacecf0,e0e54855-16b2-4fd1-8a38-9f27eb229f13,1,14:00,16:00,Topic 4: Basic Data Visualizations,['1. Basics of Column chart'],,28:53.6
a07491f3-edbe-4a98-a553-d3bad91a729b,e0e54855-16b2-4fd1-8a38-9f27eb229f13,2,9:00,11:00,Topic 4: Basic Data Visualizations (continued),"['1. Basics of Bar chart', '2. Basics of Line chart', '3. Basics of Pie chart']",,28:53.6
5d54eede-478f-4c6d-bedc-ab87f06899ca,e0e54855-16b2-4fd1-8a38-9f27eb229f13,2,9:00,11:00,BREAK,[],,28:53.6
7478a64e-8065-4370-a131-34edc6f3c052,e0e54855-16b2-4fd1-8a38-9f27eb229f13,2,11:00,14:00,Topic 4: Basic Data Visualizations (continued),"['1. Basics of Card', '2. Basics of Table', '3. Basics of Matrix']",,28:53.6
5eaaf1fe-b8d8-45be-b9d0-6e989b7fd894,e0e54855-16b2-4fd1-8a38-9f27eb229f13,2,11:00,14:00,LUNCH BREAK,[],,28:53.6
0a07e0f1-c870-4f4a-9839-55d032994c2f,e0e54855-16b2-4fd1-8a38-9f27eb229f13,2,14:00,16:00,Topic 5: Basic DAX,"['1. Power BI is a robust reporting tool in which you can customize', 'your calculations using Data Analysis eXpressions. DAX has a lot of', 'functions that are not only limited to your usual Excel functions', 'but also many advance analytical functions.']",,28:53.6
1c53a15d-42f4-43e1-809e-013da81652a4,e0e54855-16b2-4fd1-8a38-9f27eb229f13,2,14:00,16:00,BREAK,[],,28:53.6
512e357f-f5ed-4f5b-b0b7-76ddb16424b8,e0e54855-16b2-4fd1-8a38-9f27eb229f13,2,14:00,16:00,Topic 6: Power BI Service,"['1. One of the main purposes of using Power BI is to leverage its', 'sharing and collaboration features. Once you have completed', 'your report in Power BI Desktop, you can share the report to', 'Power BI Service, a webbased Power BI solution.']",,28:53.6
053222d0-8f30-493c-bd1f-595ab8055f68,e0e54855-16b2-4fd1-8a38-9f27eb229f13,2,14:00,16:00,Topic 7: Power BI Mobile,"['1. . Learn how to use Power BI Mobile so that you will be able to', 'view and collaborate Power BI reports directly from your mobile', 'phone.']",,28:53.6
87ed28df-acd3-45ff-a32e-6b4723872a46,a2cff163-2e05-4eb2-9917-ef2c3fa78de8,1,9:00,11:00,Ice Breaking,[],,28:53.6
f7939fd7-9990-47c8-a7b5-44c7935a2955,a2cff163-2e05-4eb2-9917-ef2c3fa78de8,1,9:00,11:00,Module 1: Importing & Cleaning Data,[],,28:53.6
c44afddf-7289-4ff5-afba-6a15868dfff6,a2cff163-2e05-4eb2-9917-ef2c3fa78de8,1,9:00,11:00,MORNING TEA BREAK,[],,28:53.6
0ef5e2e2-8b39-448f-8602-9a7c8783e38b,a2cff163-2e05-4eb2-9917-ef2c3fa78de8,1,11:00,14:00,Module 2: Working With Multiple Worksheets,"['What is Group Mode in Excel?', 'How can you enter 3D reference formula in Excel?', 'What is the best method to consolidate your data from multiple', 'sources into a single table?']",,28:53.6
f791b9f7-5fa2-476f-bf20-c7e1428be30e,a2cff163-2e05-4eb2-9917-ef2c3fa78de8,1,11:00,14:00,LUNCH BREAK,[],,28:53.6
d1b94461-1c6d-47d0-a372-f596680ad57c,a2cff163-2e05-4eb2-9917-ef2c3fa78de8,1,14:00,16:00,Module 3: Basic Data Analysis,"['Creating a simple report quickly by using Subtotal function', 'Advanced sorting and filtering techniques', 'Applying basic conditional formatting', 'How can you teach Excel to make decisions?']",,28:53.6
d3f50549-41f4-4246-a584-a524f8b13d54,a2cff163-2e05-4eb2-9917-ef2c3fa78de8,1,14:00,16:00,AFTERNOON TEA BREAK,[],,28:53.6
5c2c39fa-813b-4d0a-8e0c-e264e929f264,a2cff163-2e05-4eb2-9917-ef2c3fa78de8,1,14:00,16:00,Module 3: Basic Data Analysis (continued),"['Applying advanced conditional formatting', 'How can you ensure correct data is entered into your Excel file?', 'Creating Excel Table and using it inside a formula']",,28:53.6
21b0fe33-dd14-4263-a565-5861d3ebe896,a2cff163-2e05-4eb2-9917-ef2c3fa78de8,2,9:00,11:00,Re-Cap of Day 1,[],,28:53.6
d7f71a05-a8ce-4e10-87c4-85dfa858b41e,a2cff163-2e05-4eb2-9917-ef2c3fa78de8,2,9:00,11:00,Module 4: Introduction to PivotTable,"['What is a PivotTable?', 'Creating a basic PivotTable', 'Working with multilevel categorizations in PivotTable', 'Change how the values are represented in PivotTable']",,28:53.6
e1749c09-f688-4807-908f-81de19e8ed5d,a2cff163-2e05-4eb2-9917-ef2c3fa78de8,2,9:00,11:00,MORNING TEA BREAK,[],,28:53.6
d5274991-5805-4a7c-80bd-42bc6620389d,a2cff163-2e05-4eb2-9917-ef2c3fa78de8,2,11:00,14:00,Module 4: Introduction to PivotTable (continued),"['How to use the correct calculation function in PivotTable', 'Applying conditional formatting in PivotTable', 'Grouping and ungrouping data in PivotTable']",,28:53.6
88d3bca2-b3af-4d19-bd5f-252af04030d8,a2cff163-2e05-4eb2-9917-ef2c3fa78de8,2,11:00,14:00,LUNCH BREAK,[],,28:53.6
42f1d4db-3942-4339-8dce-0d35d42a4f80,a2cff163-2e05-4eb2-9917-ef2c3fa78de8,2,14:00,16:00,Module 5: Introduction to Dashboarding,"['Creating PivotChart from PivotTable', 'Working with WordArt', 'How to make a dynamic dashboard elements?']",,28:53.6
a65f0199-f001-4d58-aff7-3fd624112e6d,a2cff163-2e05-4eb2-9917-ef2c3fa78de8,2,14:00,16:00,AFTERNOON TEA BREAK,[],,28:53.6
54490490-17e4-47e4-85b1-54560228c693,a2cff163-2e05-4eb2-9917-ef2c3fa78de8,2,14:00,16:00,Module 6: Data Visualization Best Practices,"['Understanding the principles of effective data visualization', 'Choosing the right chart or graph for the data', 'Creating visually appealing and effective dashboards']",,28:53.6
569f71eb-0d2a-463d-a334-f8cf3f5bfa61,974d101d-adc8-4529-a09e-138fef1d0cd3,1,9:00,11:00,Icebreaking,[],,28:53.6
4bb3de49-7db9-4caa-ae61-a4fde0f9d6c7,974d101d-adc8-4529-a09e-138fef1d0cd3,1,9:00,11:00,Module 1: Navigating in AutoCAD 2D environment,"['Basic introduction to AutoCAD UI', 'How to use your mouse in AutoCAD?', 'Alternative methods when your mouse fails']",,28:53.6
656609b1-1b7d-44ec-8b95-931e9445f043,974d101d-adc8-4529-a09e-138fef1d0cd3,1,9:00,11:00,Module 2: Basic Geometry Creation,"['Creating Line', 'Creating Polyline', 'Creating Rectangle', 'Creating Circle']",,28:53.6
ca3525e6-1a7a-4e8f-a3d5-6092dc9c8ef7,974d101d-adc8-4529-a09e-138fef1d0cd3,1,9:00,11:00,MORNING TEA BREAK,[],,28:53.6
7113cc90-ca75-4f11-96f5-1670adc9443c,974d101d-adc8-4529-a09e-138fef1d0cd3,1,11:00,14:00,Module 3: Drawing Assistance,"['Dynamic Input', 'Ortho/Polar Tracking & Snapping', 'Settingup Drawing Units']",,28:53.6
1d05abbe-dff6-4140-b8c7-57d15d5b3f72,974d101d-adc8-4529-a09e-138fef1d0cd3,1,11:00,14:00,Module 4: Drawing Inquiry,"['View object properties', 'Change object properties', 'Extract object properties']",,28:53.6
e75ab2e9-beb0-4c88-8b2c-f6445c770de8,974d101d-adc8-4529-a09e-138fef1d0cd3,1,11:00,14:00,LUNCH BREAK,[],,28:53.6
5e69afdd-83c6-420f-9740-c82cecd3e488,974d101d-adc8-4529-a09e-138fef1d0cd3,1,14:00,16:00,Module 5: Basic Drawing Modifications,"['Trim & Extend commands', 'Fillet command', 'Offset command']",,28:53.6
62f6bcc7-32b7-4d1e-bb41-1db7047abd44,974d101d-adc8-4529-a09e-138fef1d0cd3,1,14:00,16:00,Module 6: Dimensioning,"['Create dimensions', 'Modify dimensions', 'Extend dimensions', 'Dimension styles']",,28:53.6
88c2809d-e9e7-48f8-bb41-3fedf633d5fa,974d101d-adc8-4529-a09e-138fef1d0cd3,1,14:00,16:00,AFTERNOON TEA BREAK,[],,28:53.6
8ddf0b10-8c61-4adc-bd1f-fae6a0916e75,974d101d-adc8-4529-a09e-138fef1d0cd3,1,14:00,16:00,Module 7: Advanced Drawing Methods,"['Object snapping', 'Using Inference Line', 'Using selection filter', 'Using Rotate, Copy, Array, and Move commands']",,28:53.6
67f970bf-050e-43fe-bef8-a999df50b589,974d101d-adc8-4529-a09e-138fef1d0cd3,1,14:00,16:00,Q & A,[],,28:53.6
b03dc874-074b-4876-bda6-2ea26570c321,974d101d-adc8-4529-a09e-138fef1d0cd3,2,9:00,11:00,Re-Cap of Day 1,[],,28:53.6
694a2e1f-2bee-45b5-9fde-e5fd0c1d4ed0,974d101d-adc8-4529-a09e-138fef1d0cd3,2,9:00,11:00,Module 8: Working with Layers,"['Settingup Layer Properties', 'Add/Remove layers', 'Modify layer color, lineweight, and linetype']",,28:53.6
285c7708-1e7e-4c77-95ca-100d40d457f6,974d101d-adc8-4529-a09e-138fef1d0cd3,2,9:00,11:00,MORNING TEA BREAK,[],,28:53.6
d368dfe0-79c8-46be-ad36-6130845b30f3,974d101d-adc8-4529-a09e-138fef1d0cd3,2,11:00,14:00,Module 9: Drawing Annotations,"['Create single/multiline text', 'Edit text style', 'Create/Modify Centerline and Center Mark']",,28:53.6
6de8a2bb-3032-4e9b-bc45-12982eaebd55,974d101d-adc8-4529-a09e-138fef1d0cd3,2,11:00,14:00,LUNCH BREAK,[],,28:53.6
1918d1b8-63fb-4806-9c1f-a4fa2f8aabb4,974d101d-adc8-4529-a09e-138fef1d0cd3,2,14:00,16:00,Module 10: Hatching,"['Create hatches', 'Associate hatch to specific layer', 'Change hatch type', 'Manage hatch patterns and color']",,28:53.6
29006498-7d00-4917-b971-619e3143ea16,974d101d-adc8-4529-a09e-138fef1d0cd3,2,14:00,16:00,AFTERNOON TEA BREAK,[],,28:53.6
996e3b06-a879-4176-a2d9-3b10e79a817b,974d101d-adc8-4529-a09e-138fef1d0cd3,2,14:00,16:00,Module 11: Scale,"['Scale command', 'Scale with reference', 'Scaleup strategies', 'Scaledown strategies']",,28:53.6
a54d85b0-f9f3-44f6-89e4-cf1d81753322,974d101d-adc8-4529-a09e-138fef1d0cd3,2,14:00,16:00,Q & A,[],,28:53.6
2a88df67-baf6-4058-949d-b67b2b5afdaa,687b5ea5-5574-43ae-8c86-7508377838bd,1,9:00,11:00,Greetings,"['Selamat Pagi / Petang / Malam / Selamat Datang / Assalamua’laikum', 'Thank you: Terima Kasih', 'You Are Welcome: SamaSama', 'Excuse me: Minta maaf', 'Please: Tolong']",,28:53.6
1162f2f3-bc83-4956-a32c-833ec0e21359,687b5ea5-5574-43ae-8c86-7508377838bd,1,9:00,11:00,Names / Pronouns,"['I: Saya / Aku', 'You: Kamu / Awak / Anda', 'We: Kami / Kita', 'They: Mereka', 'He / She: Dia']",,28:53.6
3f85dc8e-6efb-4230-85ea-a0c40a280a84,687b5ea5-5574-43ae-8c86-7508377838bd,1,9:00,11:00,MORNING TEA BREAK,[],,28:53.6
3c08f623-5896-4f48-a743-ab9a4b052eae,687b5ea5-5574-43ae-8c86-7508377838bd,1,11:00,14:00,Numbers,"['Learn Numbering System: 1 to 9, teens (belas), tens (puluh), hundreds (ratus), thousands (ribu), millions (juta), billions (billion)']",,28:53.6
